Distance (km),Fuel Type,Duration (min),Base Fare (₹),Traffic Conditions,Weather,Time of Day,Day,Demand/Supply Ratio,Surge Multiplier,Traffic/Delay (min),Driver Availability,Fuel Price (₹/km),Final Price (₹)
6,Diesel,57,50,Moderate,Stormy,Peak,Thu,2.5064249029736563,1.7614676557798568,3,Low,3.2,808.8255081556006
41,Diesel,32,50,Light,Snowy,Off-peak,Mon,1.731250367251457,1.6859546455584657,5,High,3.2,715.692113746495
47,EV,48,50,Heavy,Clear,Peak,Sat,1.939104099905676,1.7969598505179238,3,Low,1.0,672.5069972065029
34,Petrol,16,50,Moderate,Stormy,Peak,Sat,1.7844413630386173,1.637995714867908,13,Medium,4.5,686.8832169312215
36,EV,30,50,Heavy,Stormy,Peak,Sat,1.7005253197280428,1.2621362875734077,2,Medium,1.0,313.35902823905553
37,CNG,8,50,Moderate,Clear,Off-peak,Tue,2.099340634864589,1.9571922679926739,9,High,2.8,696.8547286313909
17,CNG,48,50,Heavy,Rainy,Peak,Fri,1.3271049438977276,1.1360590392496817,13,High,2.8,291.8848282772841
40,CNG,27,50,Light,Rainy,Off-peak,Sun,1.8717477253543848,1.106837548321423,6,Low,2.8,447.4916632960087
40,Petrol,44,50,Heavy,Clear,Peak,Sun,2.5090917722758626,1.2391337122343482,0,High,4.5,988.693864273158
12,Diesel,28,50,Heavy,Stormy,Peak,Sun,1.0187467256685465,1.85634354711394,3,Medium,3.2,273.081180652845
21,Diesel,35,50,Heavy,Rainy,Peak,Fri,2.205690165907925,1.4429473229510794,12,Low,3.2,595.800451613271
40,CNG,34,50,Heavy,Snowy,Peak,Fri,2.96408987529728,1.3962200644834901,9,High,2.8,951.8600040691585
19,Petrol,7,50,Heavy,Clear,Peak,Sat,1.805501702252542,1.2835005095290672,3,Medium,4.5,346.445672042112
3,CNG,20,50,Light,Rainy,Peak,Thu,2.0782614451921733,1.95974531427794,15,High,2.8,400.7697318994904
18,Diesel,38,50,Light,Rainy,Peak,Sun,1.2805371806488017,1.7712101078758342,13,High,3.2,416.42323305003003
19,EV,42,50,Moderate,Clear,Off-peak,Fri,2.412874927660009,1.1654917993632334,14,High,1.0,430.26444898476507
47,CNG,32,50,Heavy,Stormy,Peak,Tue,1.835713368317359,1.3484010069623205,6,High,2.8,607.9282164642634
6,CNG,53,50,Light,Clear,Peak,Sat,2.5380769615234824,1.360669692201978,1,High,2.8,596.7621039780441
16,CNG,48,50,Heavy,Snowy,Off-peak,Sat,1.2517419570032053,1.2240806614466502,0,High,2.8,292.3500798090627
8,Diesel,45,50,Heavy,Stormy,Peak,Thu,1.1511707550948802,1.1277748512606416,1,High,3.2,214.99209232821192
48,Petrol,52,50,Moderate,Rainy,Peak,Thu,1.5619436297567086,1.8379527949023653,9,Medium,4.5,1062.1881041227766
18,EV,11,50,Heavy,Stormy,Peak,Sat,1.349068573293307,1.5205121062226854,1,Medium,1.0,184.61475880353353
48,EV,12,50,Light,Clear,Peak,Tue,2.634414259806878,1.355086276228516,5,High,1.0,435.52275034253057
43,EV,11,50,Moderate,Stormy,Off-peak,Sat,2.5157384906871547,1.060829534924086,14,High,1.0,306.90851470262174
39,CNG,57,50,Moderate,Rainy,Peak,Mon,2.933193533102643,1.2523371529193505,0,Medium,2.8,1003.5584654782111
49,Diesel,41,50,Moderate,Rainy,Off-peak,Thu,1.13330069483601,1.72475488488221,8,Medium,3.2,564.5075146517047
49,EV,59,50,Heavy,Rainy,Off-peak,Tue,1.5748743366124014,1.8946757218528336,13,Medium,1.0,647.5011290090471
12,CNG,11,50,Moderate,Rainy,Peak,Thu,2.9409493385165097,1.891770468916894,4,High,2.8,587.5162771300634
45,Petrol,54,50,Light,Clear,Peak,Mon,1.213199614568422,1.3127176717122264,3,High,4.5,574.1281806957138
10,CNG,22,50,Light,Clear,Off-peak,Mon,1.9796400397425074,1.7086858951390451,11,Medium,2.8,412.6751276299836
7,EV,52,50,Moderate,Snowy,Off-peak,Wed,2.3116773494311773,1.14726005107925,15,Low,1.0,426.9873069119324
46,EV,43,50,Moderate,Clear,Peak,Sun,1.4550477107632538,1.2844106906164359,15,Medium,1.0,340.13594798115565
1,Petrol,25,50,Moderate,Rainy,Off-peak,Thu,2.5523225844934085,1.5159667204065743,10,Medium,4.5,404.3351722236639
49,Diesel,38,50,Heavy,Snowy,Peak,Thu,2.7044200880386384,1.7757989543987533,4,High,3.2,1358.1487999071828
36,Petrol,53,50,Moderate,Stormy,Peak,Tue,1.795395212016406,1.9106576449249772,0,Low,4.5,1090.8626168252692
21,Petrol,31,50,Moderate,Clear,Off-peak,Tue,2.408330272137928,1.9422544417948995,2,Medium,4.5,965.9223697682005
37,EV,12,50,Heavy,Clear,Peak,Wed,2.061472766203953,1.162500009952017,8,High,1.0,266.0072943462977
24,EV,38,50,Moderate,Snowy,Peak,Tue,2.360387250201649,1.441873063057085,6,High,1.0,510.5068191673713
25,Diesel,22,50,Moderate,Clear,Off-peak,Mon,1.8998270106456436,1.6757593599630596,9,Medium,3.2,553.9556037996133
7,EV,55,50,Light,Clear,Peak,Fri,1.0678297887508759,1.752652657881232,3,Low,1.0,312.5462978089692
42,Petrol,56,50,Light,Clear,Off-peak,Thu,1.6487764138912848,1.5048050337847751,2,Low,4.5,870.8615535704346
17,Petrol,45,50,Light,Rainy,Peak,Sat,1.5896894979692533,1.0570122172719,6,High,4.5,363.78954435133534
29,Diesel,16,50,Heavy,Snowy,Peak,Wed,2.848399392798161,1.8013669519661093,8,High,3.2,896.900990626277
30,EV,26,50,Light,Snowy,Off-peak,Sat,1.876851945488554,1.861936454671053,5,Medium,1.0,461.2844355669563
7,EV,55,50,Light,Rainy,Off-peak,Thu,2.806960873071853,1.8909933559844188,9,Medium,1.0,886.4267083683453
33,Petrol,44,50,Moderate,Snowy,Off-peak,Wed,1.0113352526726973,1.875528914350352,12,Low,4.5,543.4299076822311
7,Petrol,26,50,Heavy,Stormy,Off-peak,Fri,2.2645108984909497,1.7538346550858397,14,High,4.5,530.2056216941654
24,EV,12,50,Moderate,Clear,Off-peak,Wed,1.9133239264596442,1.4156376430022428,0,High,1.0,265.4401906082065
11,CNG,46,50,Moderate,Rainy,Off-peak,Wed,1.089333741654183,1.1797856514940652,6,High,2.8,222.07915896628865
9,Petrol,32,50,Heavy,Stormy,Off-peak,Sat,1.935515511858184,1.1316342493602434,11,Medium,4.5,338.40067690325185
12,Petrol,54,50,Heavy,Rainy,Peak,Sun,1.7676607644081939,1.7084377130421313,3,High,4.5,640.2269225213262
35,Petrol,51,50,Moderate,Rainy,Peak,Sun,1.4264084246051958,1.7784985233494244,15,Medium,4.5,785.1598031861643
4,Diesel,60,50,Moderate,Snowy,Off-peak,Fri,1.1575829993482694,1.652090171784064,7,Low,3.2,349.59247751406025
36,EV,36,50,Moderate,Stormy,Off-peak,Sun,2.580689574501088,1.5727754182226805,0,Medium,1.0,641.2975297245399
28,EV,15,50,Heavy,Stormy,Off-peak,Tue,2.2168688986637055,1.5896456100421248,4,High,1.0,380.5958785823654
13,EV,25,50,Moderate,Rainy,Peak,Mon,2.1814479448666937,1.0654628379453732,11,Low,1.0,262.64044415295797
23,Petrol,30,50,Moderate,Rainy,Peak,Wed,2.8115610265548163,1.2823434161079592,15,Medium,4.5,769.7500756914028
19,EV,18,50,Light,Stormy,Peak,Sun,1.0245932928537915,1.170430271993625,13,Low,1.0,125.91757567595926
42,EV,19,50,Light,Rainy,Off-peak,Mon,2.0829277430791575,1.4544795142962412,0,Low,1.0,393.8448451688321
37,EV,18,50,Light,Snowy,Peak,Wed,2.905494212982415,1.0774438972955367,5,Low,1.0,385.0523620338643
39,Diesel,16,50,Light,Snowy,Off-peak,Fri,1.9001187825984651,1.330802320899807,9,Low,3.2,522.9315380773687
24,Diesel,40,50,Light,Snowy,Peak,Mon,1.9442492702052747,1.8756152703033888,3,High,3.2,754.1300367138646
16,Petrol,7,50,Moderate,Rainy,Off-peak,Sat,1.139192874716791,1.0981008935199608,13,High,4.5,170.12902505205898
33,EV,48,50,Moderate,Clear,Off-peak,Sun,2.4080766324970346,1.5653433513188242,10,High,1.0,674.7345475600368
12,Petrol,11,50,Heavy,Stormy,Off-peak,Thu,2.523852207854027,1.2621420133658363,0,Low,4.5,401.3679482893953
34,Petrol,43,50,Heavy,Snowy,Peak,Mon,1.2780996893914087,1.3709154415944669,11,Medium,4.5,506.3761474242107
7,Petrol,58,50,Heavy,Clear,Off-peak,Fri,2.2764596336222476,1.299676913899682,9,Low,4.5,584.3357511705642
11,Petrol,55,50,Moderate,Clear,Peak,Tue,1.7469521158754868,1.0622669525429864,8,Medium,4.5,388.77533032742605
31,Petrol,50,50,Light,Snowy,Peak,Sat,2.129549910613658,1.0691386168299821,5,High,4.5,659.1289812891787
29,Petrol,5,50,Moderate,Snowy,Peak,Tue,2.3497295386807404,1.4697649399570167,11,High,4.5,657.9012929706893
13,Diesel,43,50,Moderate,Clear,Peak,Mon,1.201522392448497,1.8468703469820302,5,High,3.2,394.10435942581097
31,CNG,29,50,Heavy,Snowy,Off-peak,Fri,1.6018725984110134,1.9324181130342497,1,Medium,2.8,603.0009891440343
2,Diesel,35,50,Heavy,Clear,Off-peak,Sat,2.6849153089450697,1.2263403550582828,1,High,3.2,416.1871671497218
39,Petrol,26,50,Heavy,Clear,Off-peak,Tue,1.3389408674828769,1.8974750260947897,8,High,4.5,705.0184029469405
15,CNG,14,50,Heavy,Rainy,Peak,Tue,2.300344452269026,1.0480544210797391,2,Low,2.8,289.3063407848164
11,CNG,22,50,Moderate,Clear,Off-peak,Tue,2.673025062307312,1.83997327048249,3,Medium,2.8,613.8031743137108
34,EV,17,50,Heavy,Rainy,Peak,Mon,2.249749070649833,1.5497295181100972,15,High,1.0,411.4073000889629
39,Petrol,12,50,Light,Rainy,Off-peak,Tue,2.570438026946615,1.0863114804839555,11,Medium,4.5,696.6779364668864
4,Petrol,13,50,Moderate,Snowy,Peak,Fri,1.9779948615787728,1.076969287453132,8,Low,4.5,200.24253336608206
11,Diesel,19,50,Light,Stormy,Peak,Sat,2.765271516898522,1.1422195027995188,9,Low,3.2,389.1329974393401
29,CNG,12,50,Moderate,Snowy,Off-peak,Sun,2.354455599477302,1.048176584486711,4,Low,2.8,383.0157874765053
2,CNG,37,50,Moderate,Stormy,Peak,Sun,1.683475391241719,1.706811480385912,0,Medium,2.8,372.38941616352156
16,Petrol,39,50,Heavy,Clear,Off-peak,Fri,2.0397172066729428,1.616449162500563,2,Medium,4.5,659.4198340928932
39,EV,23,50,Light,Snowy,Off-peak,Sat,2.2938996167099965,1.838719151421328,4,Medium,1.0,569.4080161521664
13,Petrol,34,50,Moderate,Snowy,Off-peak,Thu,2.5752869993839944,1.4859665205844617,5,High,4.5,675.4284812396523
37,CNG,13,50,Light,Snowy,Peak,Tue,1.337090573320456,1.5832134769933401,5,Medium,2.8,380.19520688924894
17,EV,23,50,Moderate,Snowy,Off-peak,Thu,2.980760227721342,1.1437328338700414,6,High,1.0,385.238847684289
21,EV,51,50,Moderate,Clear,Off-peak,Thu,1.3010829259842913,1.5210302681829422,12,High,1.0,342.36466654799716
44,CNG,50,50,Moderate,Stormy,Peak,Tue,2.087053584807487,1.3151080170799503,5,Low,2.8,749.852286277718
19,Petrol,30,50,Light,Stormy,Off-peak,Thu,1.0347411816487626,1.4513461900521136,3,Low,4.5,293.5955798126489
7,Petrol,5,50,Moderate,Rainy,Peak,Tue,1.8807757703942838,1.8367109943084232,9,Medium,4.5,316.0814004810549
38,Petrol,7,50,Light,Rainy,Peak,Wed,1.0053433023268403,1.6717440038925453,15,Low,4.5,394.95900981683
8,Diesel,38,50,Light,Rainy,Peak,Fri,1.140463546969773,1.06086664911587,10,Medium,3.2,183.41776881331361
13,Diesel,29,50,Heavy,Snowy,Peak,Wed,2.09608453246465,1.9588350957862177,15,High,3.2,614.2402383105898
37,EV,34,50,Light,Stormy,Peak,Sun,1.9128509283174955,1.257448474034208,3,Medium,1.0,372.8232795345017
2,Petrol,5,50,Moderate,Snowy,Peak,Sat,1.1266304174913042,1.4592513503978939,2,Medium,4.5,113.43855011052347
41,Diesel,22,50,Moderate,Stormy,Off-peak,Mon,2.862476723433108,1.4694915259705854,1,Medium,3.2,947.2779669415995
11,EV,37,50,Moderate,Clear,Off-peak,Mon,1.7005006017111255,1.6482771667385396,12,High,1.0,378.39100236645544
24,CNG,13,50,Moderate,Stormy,Peak,Thu,2.4856410134336073,1.8448000611422521,0,Medium,2.8,656.6451313177932
6,CNG,11,50,Light,Rainy,Peak,Wed,2.9251002245433444,1.282319225486839,13,Low,2.8,333.08100819141265
26,Petrol,34,50,Heavy,Clear,Peak,Wed,2.81787111906626,1.2949016449745727,12,High,4.5,857.4834976402315
7,CNG,17,50,Light,Stormy,Peak,Tue,2.3651423889477603,1.2226811123478423,9,Low,2.8,299.5920264350949
39,CNG,21,50,Moderate,Rainy,Off-peak,Thu,1.0363200484140545,1.7599277770448927,9,High,2.8,366.9583059494153
19,CNG,17,50,Light,Clear,Off-peak,Fri,2.282019497836709,1.6362431850799326,4,High,2.8,512.2964104333248
6,EV,17,50,Heavy,Clear,Off-peak,Wed,1.1670279900263762,1.2098024473775482,2,Low,1.0,127.06859866428098
43,CNG,46,50,Heavy,Clear,Peak,Wed,1.854348785893853,1.4468649205791129,4,Medium,2.8,704.0171555965417
29,CNG,42,50,Heavy,Rainy,Off-peak,Sun,2.8279632904221907,1.405988314007517,9,Low,2.8,855.653134504562
43,EV,41,50,Heavy,Snowy,Off-peak,Tue,1.2386812495577466,1.5373556496936773,12,Low,1.0,333.25138300601446
39,Diesel,14,50,Heavy,Rainy,Off-peak,Tue,2.4104002985493054,1.8211530226262953,14,Medium,3.2,890.2327396989172
2,EV,18,50,Light,Stormy,Off-peak,Fri,1.5672660677896875,1.8925453772993752,14,Medium,1.0,261.0187493402317
19,Diesel,47,50,Heavy,Snowy,Off-peak,Thu,1.323319229425822,1.2174355973765845,11,Medium,3.2,329.94425581485
4,EV,9,50,Heavy,Clear,Peak,Tue,1.480492478243516,1.6030312841534218,8,Medium,1.0,170.87585461762933
6,Petrol,40,50,Moderate,Rainy,Off-peak,Mon,1.812140634053086,1.8024536509392468,8,Medium,4.5,512.8090217927023
49,CNG,39,50,Heavy,Snowy,Off-peak,Wed,2.610777963690408,1.1372216147359169,8,Medium,2.8,787.3875864963301
37,Diesel,50,50,Light,Rainy,Peak,Mon,2.030308816346418,1.3413672343554426,9,High,3.2,730.9578013499257
28,EV,49,50,Moderate,Rainy,Peak,Mon,1.7003367600825217,1.1613079338213694,0,Low,1.0,347.53216425874405
30,Diesel,60,50,Light,Stormy,Off-peak,Wed,1.351999401623476,1.3769012095127837,12,Medium,3.2,495.17751662067576
7,Diesel,27,50,Moderate,Rainy,Peak,Wed,1.5075763835262341,1.0417915832195679,3,High,3.2,198.5213609696638
9,CNG,9,50,Heavy,Clear,Off-peak,Tue,2.891425179523531,1.4940287762924531,4,Medium,2.8,402.61210979608063
25,Diesel,48,50,Light,Snowy,Off-peak,Sun,1.4429715906854041,1.9965214095853576,4,High,3.2,651.0887503752678
33,EV,32,50,Moderate,Clear,Off-peak,Sun,1.6519258372927643,1.8750550203050569,13,Low,1.0,455.32541965495255
1,Petrol,27,50,Light,Stormy,Peak,Thu,1.976353484219529,1.508808708297947,5,Medium,4.5,323.5404192216975
6,Petrol,46,50,Moderate,Stormy,Peak,Wed,1.903976540889712,1.5870513846726444,8,High,4.5,510.66875434694913
18,CNG,38,50,Heavy,Stormy,Peak,Thu,1.6120300112762498,1.768083858195635,7,Low,2.8,502.7760282648916
10,EV,35,50,Light,Stormy,Peak,Wed,1.032093119659816,1.2319958581127055,9,High,1.0,165.29947831897684
28,EV,11,50,Light,Snowy,Off-peak,Sat,2.648325903948563,1.5496572406688345,3,Medium,1.0,410.3997412704727
11,Petrol,11,50,Light,Stormy,Peak,Sun,1.1537991443089484,1.4831899627171625,14,Medium,4.5,207.923352144428
33,EV,8,50,Heavy,Clear,Peak,Mon,2.57987377912921,1.384475274288435,4,Medium,1.0,353.60537434095596
1,Diesel,48,50,Heavy,Rainy,Off-peak,Mon,1.6143197789688262,1.4557609715487656,10,Medium,3.2,350.62950848944934
13,CNG,36,50,Moderate,Clear,Off-peak,Sun,2.822518166909229,1.769509863337167,1,High,2.8,791.1246397498047
37,Petrol,32,50,Light,Rainy,Off-peak,Fri,1.9942899043187972,1.3804092849858405,10,Low,4.5,772.1986323954911
20,CNG,60,50,Moderate,Snowy,Peak,Tue,1.0232368563194598,1.9192904292973725,11,Medium,2.8,443.838847383849
1,Diesel,8,50,Moderate,Snowy,Peak,Sun,2.0360116714288794,1.8979555352253472,11,Low,3.2,267.4067658127722
3,Petrol,43,50,Heavy,Stormy,Off-peak,Sun,2.8192110459210684,1.9737047607944889,11,High,4.5,831.861394321314
18,EV,56,50,Light,Rainy,Peak,Tue,1.0788876318552978,1.0643424841871911,4,Low,1.0,206.6950696045866
41,EV,49,50,Heavy,Rainy,Off-peak,Wed,1.915895324391704,1.607185405499225,11,Medium,1.0,581.968611723218
14,Diesel,12,50,Light,Stormy,Peak,Wed,2.399157521006439,1.2064800806675424,11,High,3.2,343.8708482259852
31,Petrol,18,50,Moderate,Clear,Off-peak,Tue,1.13230151955589,1.080153407109039,13,Medium,4.5,275.79988212229483
27,CNG,34,50,Heavy,Clear,Peak,Fri,1.4671674692394203,1.5139281703229672,5,Medium,2.8,430.0216410141195
17,Petrol,7,50,Heavy,Clear,Off-peak,Sun,1.0690670599413679,1.9332997336079396,9,Low,4.5,290.3892022382106
46,EV,6,50,Light,Snowy,Off-peak,Wed,2.113772456767329,1.2946122894197147,9,Medium,1.0,295.54370635333174
29,Petrol,14,50,Moderate,Rainy,Off-peak,Thu,2.6296033259858813,1.3984053978351816,7,Medium,4.5,766.7069346692047
36,Petrol,10,50,Heavy,Snowy,Off-peak,Wed,1.7131023161409022,1.6826070722466326,9,Low,4.5,668.7349128480183
37,EV,59,50,Moderate,Rainy,Peak,Thu,1.222912358653149,1.8750908682181722,13,High,1.0,470.0797182500415
26,EV,11,50,Heavy,Rainy,Off-peak,Thu,2.0516441507390404,1.1020648117095129,0,High,1.0,221.58239281855612
17,CNG,20,50,Heavy,Stormy,Peak,Mon,2.732864436723501,1.5938946546332464,12,High,2.8,599.3715672122498
22,Petrol,10,50,Heavy,Snowy,Peak,Sat,2.1769569562101463,1.2389626475424036,15,Low,4.5,455.82145183478383
25,EV,20,50,Moderate,Clear,Off-peak,Sat,1.4357672124795893,1.7769156278836493,3,High,1.0,293.3922777536615
2,Diesel,31,50,Moderate,Clear,Peak,Sun,1.4345820947866055,1.2653727978348943,2,High,3.2,214.92928922607013
22,EV,60,50,Moderate,Snowy,Peak,Sat,1.6832135365067016,1.7275141712872453,8,Low,1.0,558.2928456226268
5,CNG,16,50,Moderate,Stormy,Off-peak,Mon,1.1678707847564525,1.7140697097201845,13,High,2.8,192.17394595374492
4,CNG,26,50,Moderate,Rainy,Peak,Fri,2.083726572311983,1.9758476016345599,10,Low,2.8,466.05868022129926
36,Diesel,19,50,Moderate,Snowy,Peak,Sun,2.9441189561829333,1.4944305321842575,9,High,3.2,894.0355517276513
6,CNG,26,50,Moderate,Clear,Peak,Sat,2.6072106160946866,1.1596730959207293,11,High,2.8,359.19322641780934
21,Petrol,39,50,Light,Stormy,Peak,Mon,2.093187734972111,1.7930771469798705,7,Medium,4.5,835.0974779515437
13,CNG,52,50,Moderate,Rainy,Off-peak,Thu,2.840957884402564,1.7472851976580683,0,Medium,2.8,945.1386805948852
37,Diesel,54,50,Moderate,Stormy,Off-peak,Fri,2.154492542238163,1.8509079867643228,2,Low,3.2,1102.21892424491
25,CNG,19,50,Light,Snowy,Peak,Mon,2.5981375395125434,1.558581027313449,1,High,2.8,639.8064443187452
26,Diesel,27,50,Light,Clear,Peak,Mon,1.3692302770407645,1.6589998427517139,10,High,3.2,425.2346868372434
39,CNG,42,50,Moderate,Rainy,Peak,Sat,1.385223901671237,1.9633757076971192,8,High,2.8,661.4346778494959
20,EV,53,50,Moderate,Stormy,Peak,Thu,2.734796158326921,1.0160628188004304,7,Medium,1.0,489.05554605146614
33,Diesel,6,50,Moderate,Snowy,Off-peak,Wed,1.462030848924631,1.667908275051232,0,Medium,3.2,408.69818967814314
14,CNG,6,50,Light,Snowy,Peak,Sat,2.10868168122537,1.4603910862339164,3,Medium,2.8,311.64539301378744
36,Petrol,53,50,Heavy,Clear,Off-peak,Sun,1.4264472970660624,1.4111372086791607,6,High,4.5,640.1062885608964
17,Diesel,23,50,Heavy,Snowy,Peak,Fri,2.213588296135227,1.2987077257239874,2,High,3.2,432.37055495315775
21,Diesel,9,50,Heavy,Stormy,Off-peak,Mon,1.9123330114289425,1.7259314199959241,11,Low,3.2,446.23512116527
46,CNG,8,50,Heavy,Snowy,Peak,Thu,2.635308098746297,1.1151339767368893,10,Medium,2.8,572.462967695952
16,EV,32,50,Heavy,Snowy,Off-peak,Mon,2.539312368463383,1.2292524634691893,0,Medium,1.0,405.78927797868135
46,EV,22,50,Moderate,Stormy,Off-peak,Wed,1.4718961948563194,1.3212587686732717,2,Medium,1.0,272.2658055643028
16,CNG,44,50,Heavy,Snowy,Peak,Tue,2.024161428402379,1.202654789765698,14,Medium,2.8,445.00236750683354
20,CNG,45,50,Moderate,Clear,Off-peak,Fri,2.96136117511986,1.1458977077099326,1,High,2.8,665.1097285251238
29,Petrol,60,50,Light,Rainy,Peak,Sun,2.045713658203578,1.485499175249354,11,Medium,4.5,913.1912385933551
28,CNG,59,50,Light,Rainy,Off-peak,Fri,1.8771152331605019,1.1182389775481045,0,Medium,2.8,517.209226458693
8,Diesel,54,50,Heavy,Snowy,Peak,Thu,1.0878040210978648,1.3068508209355045,6,Low,3.2,261.00531531872304
24,CNG,35,50,Light,Clear,Peak,Sun,2.1570098711805006,1.9073801246953166,15,High,2.8,770.1853081218738
3,Petrol,26,50,Moderate,Snowy,Peak,Sat,2.8886092775212484,1.5463024305114108,1,Medium,4.5,515.8996396356399
25,CNG,15,50,Heavy,Snowy,Off-peak,Thu,2.813683005342263,1.5193798046616154,13,Medium,2.8,641.2579702554951
19,CNG,52,50,Heavy,Snowy,Off-peak,Mon,2.4213465718107994,1.8108104541441494,11,High,2.8,908.4890548026744
33,Diesel,20,50,Moderate,Snowy,Peak,Fri,1.678919340843771,1.6909748210281648,2,Low,3.2,555.3104209204264
2,EV,8,50,Moderate,Rainy,Peak,Sat,2.475815562970814,1.3635867301559776,12,Low,1.0,229.56726886268441
15,CNG,25,50,Moderate,Snowy,Off-peak,Mon,2.107971374600684,1.134429450059169,13,Low,2.8,339.57096262647883
22,Petrol,45,50,Heavy,Snowy,Peak,Tue,2.1081004095016995,1.752457767134593,11,Medium,4.5,882.9513078308778
10,CNG,49,50,Light,Snowy,Peak,Sat,2.6386450136388326,1.1108335509412988,5,High,2.8,515.8727921906197
18,CNG,29,50,Light,Rainy,Peak,Fri,1.4741327187046422,1.3055782787924661,0,High,2.8,304.8559521635336
22,Diesel,24,50,Light,Clear,Peak,Sun,2.1610242394512706,1.7775193439107113,9,High,3.2,646.8685861871211
46,EV,12,50,Light,Clear,Peak,Tue,2.203637326138441,1.7047256954613927,2,Medium,1.0,450.7916608015246
49,EV,47,50,Heavy,Clear,Peak,Mon,2.8512576327205705,1.8451460745266652,10,Medium,1.0,1015.3704578963608
27,EV,57,50,Moderate,Clear,Peak,Sat,1.0482814634283302,1.6048990591059349,8,Medium,1.0,321.33571345785504
13,CNG,13,50,Light,Clear,Off-peak,Sun,1.957664260939975,1.6254850029264052,5,Medium,2.8,357.6740980141378
33,Diesel,22,50,Heavy,Stormy,Peak,Wed,1.5264115230636328,1.4965807437592686,1,Low,3.2,455.96585925687026
5,Diesel,35,50,Heavy,Snowy,Off-peak,Tue,2.67377727108525,1.304921214190311,9,High,3.2,474.5133408960269
26,CNG,56,50,Light,Snowy,Peak,Sun,1.6039986856237547,1.4871447487302274,1,Low,2.8,560.086806594996
13,Diesel,39,50,Moderate,Clear,Peak,Sat,1.5596433434533281,1.1190040642734136,1,Medium,3.2,295.99393192795594
27,EV,59,50,Moderate,Stormy,Off-peak,Wed,2.3524197772779747,1.9940398716145493,12,Medium,1.0,914.7096719800453
14,Diesel,34,50,Heavy,Rainy,Peak,Fri,1.5668627494955623,1.3430166864660589,4,Medium,3.2,342.5837547662695
24,CNG,22,50,Moderate,Stormy,Off-peak,Wed,1.8054590436706304,1.8566175647296843,10,Low,2.8,540.3499720280868
3,CNG,23,50,Heavy,Snowy,Off-peak,Wed,1.0655059448459052,1.9108962291666427,8,Low,2.8,212.56584290157514
47,Petrol,45,50,Moderate,Clear,Peak,Sat,1.7129139428566909,1.0270856160135633,11,High,4.5,618.3972091702808
49,Petrol,28,50,Light,Stormy,Peak,Mon,2.406476232755101,1.5965426447556954,14,High,4.5,1254.4266898787562
30,Diesel,54,50,Moderate,Rainy,Peak,Mon,2.104669137640026,1.8539300141926411,15,High,3.2,991.08495819081
35,Diesel,26,50,Light,Clear,Peak,Sun,1.2842321440058444,1.437459816960892,2,Medium,3.2,395.0508699687981
48,CNG,52,50,Light,Rainy,Peak,Mon,2.640530996589301,1.0607083320379092,4,Medium,2.8,807.7603032685855
14,Petrol,18,50,Heavy,Clear,Peak,Mon,1.6698068256545464,1.3829230800505248,9,High,4.5,344.0729453651127
12,Petrol,23,50,Light,Snowy,Off-peak,Sun,2.7559958044048387,1.2755188326821054,0,High,4.5,527.298682696686
28,EV,33,50,Heavy,Clear,Off-peak,Fri,2.6844663196313587,1.8871409110352424,10,Medium,1.0,729.4991351144467
44,EV,26,50,Light,Clear,Peak,Sun,1.2923977983616741,1.6661398333588524,15,Low,1.0,314.3840560497674
29,CNG,34,50,Light,Clear,Peak,Mon,2.8191635234899506,1.2602922462458732,11,Medium,2.8,707.7516099670731
43,CNG,19,50,Light,Clear,Off-peak,Fri,1.1526704683540996,1.8052704563968631,3,Low,2.8,433.65579681299687
17,CNG,25,50,Moderate,Stormy,Peak,Fri,1.8282835511366695,1.5087230090396808,6,Low,2.8,407.13592279174355
40,CNG,30,50,Moderate,Stormy,Peak,Sat,1.336904466967735,1.8754267097894104,15,Medium,2.8,556.6131287649504
49,Petrol,40,50,Light,Stormy,Peak,Wed,1.2363758093489798,1.801222448246203,1,Low,4.5,780.5592457249165
21,CNG,16,50,Heavy,Clear,Off-peak,Fri,1.227455317995913,1.6652488050879215,9,Medium,2.8,287.7978050240844
23,CNG,11,50,Light,Rainy,Peak,Mon,1.0006982122917356,1.1153237899787216,8,Low,2.8,152.2363841042116
20,Petrol,15,50,Heavy,Stormy,Off-peak,Sun,2.5837063024419127,1.6025498549864916,8,Medium,4.5,703.8880872520151
11,EV,43,50,Light,Snowy,Peak,Thu,1.523767805875897,1.6163635487480936,2,Low,1.0,362.0555225115282
34,CNG,24,50,Light,Stormy,Off-peak,Wed,1.0184184003350516,1.8157985057907307,9,Medium,2.8,357.273672174367
10,EV,39,50,Heavy,Stormy,Off-peak,Sun,1.4442860521285752,1.183927147368884,0,High,1.0,235.97026626401265
10,Petrol,8,50,Heavy,Snowy,Off-peak,Fri,1.1129849848653435,1.6099063819152315,1,High,4.5,198.88998094227034
43,EV,6,50,Moderate,Snowy,Off-peak,Wed,1.0905747238525259,1.827809345429352,2,Low,1.0,209.3030805754016
6,Petrol,24,50,Heavy,Rainy,Off-peak,Sat,2.5889266548133083,1.0179002714365555,5,High,4.5,329.408643082975
36,CNG,51,50,Light,Clear,Peak,Fri,1.0260404437122665,1.6127057140297723,14,Low,2.8,418.30848520202494
24,EV,24,50,Heavy,Snowy,Off-peak,Fri,2.729603502093412,1.8147760054088244,9,Low,1.0,604.3415106652405
